Date_reported,Sever_Location,Packet_Size,No._of_Packets,Attack_Packets,Total_Loss(Y)
4/19/2020,North America,1236.0,4210,41.0,115
4/26/2020,North America,1128.0,5338,39.0,154
5/3/2020,North America,1382.0,6720,38.0,192
5/10/2020,North America,1350.0,8070,39.0,231
5/17/2020,North America,1198.0,9268,35.0,266
5/24/2020,North America,999.0,10267,29.0,295
5/31/2020,North America,2264.0,12531,31.0,326
6/7/2020,North America,2932.0,15463,44.0,370
6/14/2020,North America,3748.0,19211,51.0,421
6/21/2020,North America,5063.0,24274,64.0,485
6/28/2020,North America,5631.0,29905,90.0,575
7/5/2020,North America,6090.0,35995,123.0,698
7/12/2020,North America,7262.0,43257,165.0,863
7/19/2020,North America,8151.0,51408,175.0,1038
7/26/2020,North America,6585.0,57993,212.0,1250
8/2/2020,North America,7263.0,65256,171.0,1421
8/9/2020,North America,7304.0,72560,170.0,1591
8/16/2020,North America,6842.0,79402,143.0,1734
8/23/2020,North America,4990.0,84392,125.0,1859
8/30/2020,North America,6232.0,90624,107.0,1966
9/6/2020,North America,4972.0,95596,97.0,2063
9/13/2020,North America,4734.0,100330,77.0,2140
9/20/2020,North America,4549.0,104879,89.0,2229
9/27/2020,North America,4552.0,109431,82.0,2311
10/4/2020,North America,4531.0,113962,95.0,2406
10/11/2020,North America,4879.0,118841,68.0,2474
10/18/2020,North America,4657.0,123498,72.0,2546
10/25/2020,North America,4368.0,127866,76.0,2622
11/1/2020,North America,5001.0,132867,66.0,2688
11/8/2020,North America,4893.0,137760,82.0,2770
11/15/2020,North America,6717.0,144477,86.0,2856
11/22/2020,North America,7812.0,152289,76.0,2932
11/29/2020,North America,9455.0,161744,98.0,3030
12/6/2020,North America,11863.0,173607,124.0,3154
12/13/2020,North America,14172.0,187779,155.0,3309
12/20/2020,North America,18531.0,206310,195.0,3504
12/27/2020,North America,20350.0,226660,252.0,3756
1/3/2021,North America,23073.0,249733,308.0,4064
1/10/2021,North America,23304.0,273037,299.0,4363
1/17/2021,North America,20555.0,293592,326.0,4689
1/24/2021,North America,14201.0,307793,291.0,4980
1/31/2021,North America,10460.0,318253,241.0,5221
2/7/2021,North America,7234.0,325487,205.0,5426
2/14/2021,North America,5498.0,330985,169.0,5595
2/21/2021,North America,4354.0,335339,116.0,5711
2/28/2021,North America,4442.0,339781,109.0,5820
3/7/2021,North America,3962.0,343743,87.0,5907
3/14/2021,North America,3483.0,347226,74.0,5981
3/21/2021,North America,2994.0,350220,54.0,6035
3/28/2021,North America,2797.0,353017,52.0,6087
4/4/2021,North America,2833.0,355850,39.0,6126
4/11/2021,North America,2248.0,358098,30.0,6156
4/18/2021,North America,2151.0,360249,29.0,6185
4/25/2021,North America,2109.0,362358,15.0,6200
5/2/2021,North America,2218.0,364576,32.0,6232
5/9/2021,North America,2186.0,366762,26.0,6258
5/16/2021,North America,3281.0,370043,34.0,6292
5/23/2021,North America,3265.0,373308,29.0,6321
5/30/2021,North America,3546.0,376854,44.0,6365
6/6/2021,North America,4268.0,381122,24.0,6389
6/13/2021,North America,5147.0,386269,38.0,6427
6/20/2021,North America,5897.0,392166,38.0,6465
6/27/2021,North America,6654.0,398820,40.0,6505
7/4/2021,North America,7193.0,406013,55.0,6560
7/11/2021,North America,7613.0,413626,54.0,6614
7/18/2021,North America,7290.0,420916,74.0,6688
7/25/2021,North America,7071.0,427987,55.0,6743
8/1/2021,North America,6473.0,434460,65.0,6808
8/8/2021,North America,6034.0,440494,77.0,6885
8/15/2021,North America,5915.0,446409,54.0,6939
8/22/2021,North America,4884.0,451293,59.0,6998
8/29/2021,North America,4234.0,455527,41.0,7039
9/5/2021,North America,3550.0,459077,34.0,7073
9/12/2021,North America,2513.0,461590,49.0,7122
9/19/2021,North America,2193.0,463783,47.0,7169
9/26/2021,North America,1953.0,465736,28.0,7197
10/3/2021,North America,1602.0,467338,33.0,7230
10/10/2021,North America,1402.0,468740,30.0,7260
10/17/2021,North America,1258.0,469998,28.0,7288
10/24/2021,North America,1255.0,471253,18.0,7306
10/31/2021,North America,1145.0,472398,9.0,7315
11/7/2021,North America,785.0,473183,7.0,7322
11/14/2021,North America,1048.0,474231,19.0,7341
11/21/2021,North America,1346.0,475577,9.0,7350
11/28/2021,North America,1519.0,477096,10.0,7360
12/5/2021,North America,1447.0,478543,11.0,7371
12/12/2021,North America,1547.0,480090,11.0,7382
12/19/2021,North America,2587.0,482677,16.0,7398
12/26/2021,North America,3700.0,486377,11.0,7409
1/2/2022,North America,9543.0,495920,19.0,7428
1/9/2022,North America,21525.0,517445,25.0,7453
1/16/2022,North America,41231.0,558676,47.0,7500
1/23/2022,North America,68214.0,626890,74.0,7574
1/30/2022,North America,58740.0,685630,106.0,7680
2/6/2022,North America,35849.0,721479,133.0,7813
2/13/2022,North America,18291.0,739770,113.0,7926
2/20/2022,North America,9365.0,749135,74.0,8000
2/27/2022,North America,5227.0,754362,63.0,8063
3/6/2022,North America,2699.0,757061,43.0,8106
3/13/2022,North America,2163.0,759224,25.0,8131
3/20/2022,North America,1780.0,761004,22.0,8153
3/27/2022,North America,2021.0,763025,9.0,8162
4/3/2022,North America,1806.0,764831,8.0,8170
4/10/2022,North America,1673.0,766504,4.0,8174
4/17/2022,North America,1966.0,768470,4.0,8178
4/24/2022,North America,2535.0,771005,4.0,8182
5/1/2022,North America,4483.0,775488,2.0,8184
5/8/2022,North America,8696.0,784184,7.0,8191
5/15/2022,North America,19039.0,803223,11.0,8202
5/22/2022,North America,21694.0,824917,14.0,8216
5/29/2022,North America,22458.0,847375,28.0,8244
6/5/2022,North America,21421.0,868796,23.0,8267
6/12/2022,North America,18841.0,887637,28.0,8295
6/19/2022,North America,12696.0,900333,23.0,8318
6/26/2022,North America,12015.0,912348,22.0,8340
7/3/2022,North America,10642.0,922990,28.0,8368
7/10/2022,North America,9120.0,932110,16.0,8384
7/17/2022,North America,9973.0,942083,11.0,8395
7/24/2022,North America,6390.0,948473,17.0,8412
7/31/2022,North America,5896.0,954369,13.0,8425
8/7/2022,North America,5931.0,960300,9.0,8434
8/14/2022,North America,6479.0,966779,10.0,8444
8/21/2022,North America,6021.0,972800,12.0,8456
8/28/2022,North America,5381.0,978181,14.0,8470
9/4/2022,North America,3641.0,981822,10.0,8480
9/11/2022,North America,2412.0,984234,7.0,8487
9/18/2022,North America,1580.0,985814,3.0,8490
9/25/2022,North America,1052.0,986866,7.0,8497
10/2/2022,North America,747.0,987613,5.0,8502
10/9/2022,North America,667.0,988280,3.0,8505
10/16/2022,North America,725.0,989005,1.0,8506
10/30/2022,North America,805.0,990413,3.0,8509
11/13/2022,North America,1372.0,992623,6.0,8515
11/20/2022,North America,3103.0,995726,4.0,8519
11/27/2022,North America,6435.0,1002161,7.0,8526
12/4/2022,North America,7091.0,1009252,7.0,8533
12/11/2022,North America,6718.0,1015970,10.0,8543
12/18/2022,North America,4991.0,1020961,11.0,8554
12/25/2022,North America,2817.0,1023778,13.0,8567
1/1/2023,North America,2066.0,1025844,8.0,8575
1/8/2023,North America,1403.0,1027247,9.0,8584
1/15/2023,North America,1025.0,1028272,5.0,8589
1/22/2023,North America,789.0,1029061,5.0,8594
1/29/2023,North America,640.0,1029701,2.0,8596
2/5/2023,North America,513.0,1030214,3.0,8599
2/12/2023,North America,444.0,1030658,1.0,8600
2/19/2023,North America,356.0,1031014,3.0,8603
2/26/2023,North America,259.0,1031273,1.0,8604
3/5/2023,North America,458.0,1031731,5.0,8609
3/12/2023,North America,506.0,1032237,2.0,8611
3/19/2023,North America,702.0,1032939,1.0,8612
4/16/2023,North America,1576.0,1035357,5.0,8617
4/23/2023,North America,743.0,1036100,1.0,8618
4/30/2023,North America,633.0,1036733,3.0,8621
5/7/2023,North America,591.0,1037324,-1.0,8620
5/14/2023,North America,654.0,1037978,2.0,8622
5/28/2023,North America,330.0,1038568,1.0,8623
6/4/2023,North America,408.0,1038976,6.0,8629
6/11/2023,North America,436.0,1039412,3.0,8632
6/18/2023,North America,563.0,1039975,2.0,8634
6/25/2023,North America,473.0,1040448,2.0,8636
7/9/2023,North America,211.0,1041006,1.0,8637
7/16/2023,North America,178.0,1041184,3.0,8640
7/23/2023,North America,91.0,1041275,2.0,8642
7/30/2023,North America,75.0,1041350,1.0,8643
8/6/2023,North America,56.0,1041406,1.0,8644
9/3/2023,North America,38.0,1041564,1.0,8645
9/17/2023,North America,37.0,1041633,1.0,8646
10/8/2023,North America,50.0,1041757,1.0,8647
10/22/2023,North America,44.0,1041854,3.0,8650
11/5/2023,North America,37.0,1041930,1.0,8651
12/10/2023,North America,48.0,1042147,1.0,8652
12/24/2023,North America,176.0,1042425,1.0,8653
12/31/2023,North America,402.0,1042827,1.0,8654
1/7/2024,North America,457.0,1043284,9.0,8663
1/14/2024,North America,441.0,1043725,18.0,8681
1/21/2024,North America,274.0,1043999,10.0,8691
1/28/2024,North America,127.0,1044126,5.0,8696
2/4/2024,North America,42.0,1044168,1.0,8697
2/11/2024,North America,32.0,1044200,1.0,8698
2/18/2024,North America,25.0,1044225,1.0,8699
3/3/2024,North America,17.0,1044264,1.0,8700
3/10/2024,North America,21.0,1044285,2.0,8702
3/17/2024,North America,13.0,1044298,1.0,8703
4/21/2024,North America,10.0,1044334,1.0,8704
5/5/2024,North America,8.0,1044352,2.0,8706
6/9/2024,North America,44.0,1044458,3.0,8709
6/16/2024,North America,58.0,1044516,3.0,8712
6/23/2024,North America,50.0,1044566,4.0,8716
6/30/2024,North America,51.0,1044617,3.0,8719
7/7/2024,North America,57.0,1044674,7.0,8726
7/14/2024,North America,71.0,1044745,7.0,8733
7/21/2024,North America,57.0,1044802,5.0,8738
7/28/2024,North America,36.0,1044838,11.0,8749
8/4/2024,North America,38.0,1044876,3.0,8752
8/11/2024,North America,23.0,1044899,1.0,8753
8/2/2020,Oceania,52.0,91,2.0,2
8/9/2020,Oceania,97.0,188,1.0,3
8/23/2020,Oceania,86.0,361,1.0,4
8/30/2020,Oceania,98.0,459,1.0,5
9/20/2020,Oceania,8.0,516,1.0,6
9/27/2020,Oceania,16.0,532,1.0,7
12/13/2020,Oceania,49.0,720,1.0,8
12/27/2020,Oceania,20.0,780,1.0,9
5/2/2021,Oceania,438.0,11273,96.0,105
5/9/2021,Oceania,1220.0,12493,16.0,121
5/23/2021,Oceania,1016.0,15222,15.0,136
5/30/2021,Oceania,688.0,15910,26.0,162
6/6/2021,Oceania,481.0,16391,2.0,164
6/13/2021,Oceania,337.0,16728,1.0,165
6/20/2021,Oceania,310.0,17038,8.0,173
6/27/2021,Oceania,152.0,17190,1.0,174
7/11/2021,Oceania,80.0,17334,5.0,179
7/18/2021,Oceania,130.0,17464,8.0,187
7/25/2021,Oceania,173.0,17637,5.0,192
9/12/2021,Oceania,147.0,18412,4.0,196
9/19/2021,Oceania,521.0,18933,13.0,209
9/26/2021,Oceania,590.0,19523,17.0,226
10/3/2021,Oceania,1509.0,21032,8.0,234
10/10/2021,Oceania,2117.0,23149,11.0,245
10/17/2021,Oceania,1708.0,24857,64.0,309
10/24/2021,Oceania,3038.0,27895,26.0,335
10/31/2021,Oceania,1918.0,29813,35.0,370
11/7/2021,Oceania,2080.0,31893,43.0,413
11/14/2021,Oceania,1061.0,32954,23.0,436
11/21/2021,Oceania,1518.0,34472,93.0,529
11/28/2021,Oceania,618.0,35090,16.0,545
12/5/2021,Oceania,481.0,35571,5.0,550
12/12/2021,Oceania,366.0,35937,36.0,586
12/19/2021,Oceania,69.0,36006,3.0,589
12/26/2021,Oceania,124.0,36130,1.0,590
1/9/2022,Oceania,215.0,36407,1.0,591
1/16/2022,Oceania,39.0,36446,5.0,596
1/23/2022,Oceania,102.0,36548,1.0,597
2/13/2022,Oceania,939.0,38671,13.0,610
2/20/2022,Oceania,1433.0,40104,26.0,636
2/27/2022,Oceania,1186.0,41290,2.0,638
3/6/2022,Oceania,364.0,41654,1.0,639
3/27/2022,Oceania,433.0,43279,1.0,640
4/3/2022,Oceania,109.0,43388,3.0,643
4/17/2022,Oceania,137.0,43663,6.0,649
5/1/2022,Oceania,17.0,43817,1.0,650
5/8/2022,Oceania,22.0,43839,1.0,651
6/12/2022,Oceania,24.0,44662,7.0,658
6/26/2022,Oceania,18.0,44709,4.0,662
7/31/2022,Oceania,17.0,44789,1.0,663
8/21/2022,Oceania,28.0,44848,1.0,664
10/2/2022,Oceania,53.0,45034,4.0,668
12/11/2022,Oceania,192.0,46476,1.0,669
1/8/2023,Oceania,17.0,46731,1.0,670
3/22/2020,South America,11.0,18,1.0,1
3/29/2020,South America,38.0,56,2.0,3
4/12/2020,South America,37.0,133,3.0,6
4/19/2020,South America,69.0,202,2.0,8
4/26/2020,South America,21.0,223,1.0,9
5/3/2020,South America,110.0,333,1.0,10
5/17/2020,South America,89.0,778,1.0,11
6/21/2020,South America,101.0,1362,2.0,13
7/5/2020,South America,674.0,2385,7.0,20
7/19/2020,South America,721.0,3457,8.0,28
7/26/2020,South America,767.0,4224,10.0,38
8/2/2020,South America,1114.0,5338,11.0,49
8/9/2020,South America,1170.0,6508,20.0,69
8/16/2020,South America,2514.0,9022,39.0,108
8/23/2020,South America,3514.0,12536,74.0,182
8/30/2020,South America,3338.0,15874,98.0,280
9/6/2020,South America,4780.0,20654,118.0,398
9/13/2020,South America,5858.0,26512,98.0,496
9/20/2020,South America,5615.0,32127,115.0,611
9/27/2020,South America,5099.0,37226,150.0,761
10/4/2020,South America,5458.0,42684,129.0,890
10/11/2020,South America,5591.0,48275,155.0,1045
10/18/2020,South America,5207.0,53482,121.0,1166
10/25/2020,South America,4777.0,58259,112.0,1278
11/1/2020,South America,4337.0,62596,109.0,1387
11/8/2020,South America,3885.0,66481,85.0,1472
11/15/2020,South America,3911.0,70392,84.0,1556
11/22/2020,South America,4666.0,75058,91.0,1647
11/29/2020,South America,5378.0,80436,73.0,1720
12/6/2020,South America,6063.0,86499,93.0,1813
12/13/2020,South America,5614.0,92113,114.0,1927
12/20/2020,South America,6183.0,98296,123.0,2050
12/27/2020,South America,5592.0,103888,104.0,2154
1/3/2021,South America,4461.0,108349,108.0,2262
1/10/2021,South America,5645.0,113994,110.0,2372
1/17/2021,South America,6795.0,120789,107.0,2479
1/24/2021,South America,5581.0,126370,106.0,2585
1/31/2021,South America,5516.0,131886,108.0,2693
2/7/2021,South America,5004.0,136890,98.0,2791
2/14/2021,South America,5708.0,142598,113.0,2904
2/21/2021,South America,7086.0,149684,122.0,3026
2/28/2021,South America,7919.0,157603,126.0,3152
3/7/2021,South America,8208.0,165811,126.0,3278
3/14/2021,South America,11782.0,177593,158.0,3436
3/21/2021,South America,12906.0,190499,226.0,3662
3/28/2021,South America,14205.0,204704,296.0,3958
4/4/2021,South America,13182.0,217886,336.0,4294
4/11/2021,South America,14256.0,232142,404.0,4698
4/18/2021,South America,14664.0,246806,479.0,5177
4/25/2021,South America,16328.0,263134,538.0,5715
5/2/2021,South America,15943.0,279077,670.0,6385
5/9/2021,South America,15156.0,294233,589.0,6974
5/16/2021,South America,15405.0,309638,508.0,7482
5/23/2021,South America,17591.0,327229,633.0,8115
5/30/2021,South America,20955.0,348184,777.0,8892
6/6/2021,South America,19999.0,368183,717.0,9609
6/13/2021,South America,19504.0,387687,952.0,10561
6/20/2021,South America,15705.0,403392,850.0,11411
6/27/2021,South America,11928.0,415320,804.0,12215
7/4/2021,South America,10998.0,426318,912.0,13127
7/11/2021,South America,9204.0,435522,679.0,13806
7/18/2021,South America,7856.0,443378,372.0,14178
7/25/2021,South America,5130.0,448508,372.0,14550
8/1/2021,South America,3577.0,452085,379.0,14929
8/8/2021,South America,2457.0,454542,309.0,15238
8/15/2021,South America,1942.0,456484,164.0,15402
8/22/2021,South America,988.0,457472,126.0,15528
8/29/2021,South America,757.0,458229,157.0,15685
9/5/2021,South America,570.0,458799,179.0,15864
9/12/2021,South America,408.0,459207,169.0,16033
9/19/2021,South America,373.0,459580,90.0,16123
9/26/2021,South America,199.0,459779,19.0,16142
10/3/2021,South America,218.0,459997,58.0,16200
10/10/2021,South America,174.0,460171,6.0,16206
10/17/2021,South America,151.0,460322,3.0,16209
10/24/2021,South America,357.0,460679,20.0,16229
10/31/2021,South America,295.0,460974,16.0,16245
11/7/2021,South America,301.0,461275,13.0,16258
11/14/2021,South America,590.0,461865,76.0,16334
11/21/2021,South America,333.0,462198,20.0,16354
11/28/2021,South America,407.0,462605,13.0,16367
12/5/2021,South America,655.0,463260,109.0,16476
12/12/2021,South America,390.0,463650,24.0,16500
12/19/2021,South America,876.0,464526,68.0,16568
12/26/2021,South America,604.0,465130,30.0,16598
1/2/2022,South America,2895.0,468025,31.0,16629
1/9/2022,South America,6312.0,474337,33.0,16662
1/16/2022,South America,19697.0,494034,58.0,16720
1/23/2022,South America,34644.0,528678,215.0,16935
1/30/2022,South America,36690.0,565368,277.0,17212
2/6/2022,South America,36448.0,601816,303.0,17515
2/13/2022,South America,18892.0,620708,329.0,17844
2/20/2022,South America,13025.0,633733,303.0,18147
2/27/2022,South America,6080.0,639813,186.0,18333
3/6/2022,South America,3529.0,643342,121.0,18454
3/13/2022,South America,2313.0,645655,68.0,18522
3/20/2022,South America,1188.0,646843,49.0,18571
3/27/2022,South America,919.0,647762,41.0,18612
4/3/2022,South America,591.0,648353,119.0,18731
4/10/2022,South America,93.0,648446,3.0,18734
4/17/2022,South America,236.0,648682,52.0,18786
4/24/2022,South America,352.0,649034,9.0,18795
5/1/2022,South America,421.0,649455,75.0,18870
5/8/2022,South America,263.0,649718,2.0,18872
5/15/2022,South America,211.0,649929,9.0,18881
5/22/2022,South America,354.0,650283,4.0,18885
5/29/2022,South America,378.0,650661,9.0,18894
6/5/2022,South America,607.0,651268,17.0,18911
6/12/2022,South America,776.0,652044,21.0,18932
6/19/2022,South America,1384.0,653428,15.0,18947
6/26/2022,South America,2104.0,655532,16.0,18963
7/3/2022,South America,5309.0,660841,31.0,18994
7/10/2022,South America,12988.0,673829,42.0,19036
7/17/2022,South America,14991.0,688820,47.0,19083
7/24/2022,South America,12240.0,701060,64.0,19147
7/31/2022,South America,6049.0,707109,73.0,19220
8/7/2022,South America,3781.0,710890,69.0,19289
8/14/2022,South America,2017.0,712907,68.0,19357
8/21/2022,South America,1433.0,714340,91.0,19448
8/28/2022,South America,822.0,715162,30.0,19478
9/4/2022,South America,407.0,715569,16.0,19494
9/11/2022,South America,237.0,715806,36.0,19530
9/18/2022,South America,203.0,716009,34.0,19564
9/25/2022,South America,50.0,716059,19.0,19583
10/2/2022,South America,484.0,716543,8.0,19591
10/9/2022,South America,496.0,717039,4.0,19595
10/16/2022,South America,221.0,717260,1.0,19596
10/23/2022,South America,368.0,717628,2.0,19598
10/30/2022,South America,327.0,717955,3.0,19601
11/6/2022,South America,25.0,717980,5.0,19606
11/13/2022,South America,69.0,718049,2.0,19608
11/20/2022,South America,22.0,718071,3.0,19611
11/27/2022,South America,93.0,718164,10.0,19621
12/4/2022,South America,338.0,718502,9.0,19630
12/11/2022,South America,724.0,719226,16.0,19646
12/18/2022,South America,978.0,720204,9.0,19655
12/25/2022,South America,1889.0,722093,11.0,19666
1/1/2023,South America,3272.0,725365,22.0,19688
1/8/2023,South America,3240.0,728605,28.0,19716
1/15/2023,South America,779.0,729384,30.0,19746
1/22/2023,South America,4045.0,733429,32.0,19778
1/29/2023,South America,478.0,733907,42.0,19820
2/5/2023,South America,269.0,734176,10.0,19830
2/12/2023,South America,68.0,734244,13.0,19843
2/19/2023,South America,596.0,734840,6.0,19849
2/26/2023,South America,824.0,735664,21.0,19870
3/5/2023,South America,45.0,735709,8.0,19878
3/12/2023,South America,50.0,735759,2.0,19880
3/8/2020,South America,9.0,9,1.0,1
3/15/2020,South America,38.0,47,2.0,3
3/22/2020,South America,271.0,318,23.0,26
3/29/2020,South America,317.0,635,45.0,71
4/5/2020,South America,960.0,1595,138.0,209
4/12/2020,South America,4302.0,5897,441.0,650
4/19/2020,South America,7592.0,13489,840.0,1490
4/26/2020,South America,8159.0,21648,1420.0,2910
5/3/2020,South America,18811.0,40459,2271.0,5181
5/10/2020,South America,21388.0,61847,3082.0,8263
5/17/2020,South America,22648.0,84495,3561.0,11824
5/24/2020,South America,27203.0,111698,3759.0,15583
5/31/2020,South America,36587.0,148285,3900.0,19483
6/7/2020,South America,39115.0,187400,4168.0,23651
6/14/2020,South America,33349.0,220749,4205.0,27856
6/21/2020,South America,27176.0,247925,4164.0,32020
6/28/2020,South America,24439.0,272364,3892.0,35912
7/5/2020,South America,23235.0,295599,3725.0,39637
7/12/2020,South America,24047.0,319646,3870.0,43507
7/19/2020,South America,25891.0,345537,4136.0,47643
7/26/2020,South America,30424.0,375961,4259.0,51902
8/2/2020,South America,38774.0,414735,4286.0,56188
8/9/2020,South America,49140.0,463875,4439.0,60627
8/16/2020,South America,52421.0,516296,4409.0,65036
8/23/2020,South America,59771.0,576067,4000.0,69036
8/30/2020,South America,53894.0,629961,3537.0,72573
9/6/2020,South America,46887.0,676848,2865.0,75438
9/13/2020,South America,39822.0,716670,2361.0,77799
9/20/2020,South America,39742.0,756412,1946.0,79745
9/27/2020,South America,38172.0,794584,1675.0,81420
10/4/2020,South America,26980.0,821564,1335.0,82755
10/11/2020,South America,21791.0,843355,1190.0,83945
10/18/2020,South America,19062.0,862417,1014.0,84959
10/25/2020,South America,20699.0,883116,917.0,85876
11/1/2020,South America,17064.0,900180,777.0,86653
11/8/2020,South America,17323.0,917503,761.0,87414
11/15/2020,South America,15147.0,932650,705.0,88119
11/22/2020,South America,13437.0,946087,664.0,88783
11/29/2020,South America,12237.0,958324,691.0,89474
12/6/2020,South America,12536.0,970860,669.0,90143
12/13/2020,South America,10083.0,980943,703.0,90846
12/20/2020,South America,12817.0,993760,811.0,91657
12/27/2020,South America,11786.0,1005546,866.0,92523
1/3/2021,South America,11653.0,1017199,1005.0,93528
1/10/2021,South America,12272.0,1029471,1295.0,94823
1/17/2021,South America,26552.0,1056023,1798.0,96621
1/24/2021,South America,32073.0,1088096,2654.0,99275
1/31/2021,South America,37779.0,1125875,3584.0,102859
2/7/2021,South America,47170.0,1173045,4093.0,106952
2/14/2021,South America,47703.0,1220748,4578.0,111530
2/21/2021,South America,48775.0,1269523,4912.0,116442
2/28/2021,South America,46840.0,1316363,4818.0,121260
3/7/2021,South America,41931.0,1358294,4832.0,126092
3/14/2021,South America,44316.0,1402610,4522.0,130614
3/21/2021,South America,49035.0,1451645,4627.0,135241
3/28/2021,South America,60739.0,1512384,4724.0,139965
4/4/2021,South America,55961.0,1568345,5142.0,145107
4/11/2021,South America,60174.0,1628519,5341.0,150448
4/18/2021,South America,60532.0,1689051,5634.0,156082
4/25/2021,South America,56604.0,1745655,5727.0,161809
5/2/2021,South America,53790.0,1799445,5363.0,167172
5/9/2021,South America,40020.0,1839465,4869.0,172041
5/16/2021,South America,39584.0,1879049,4243.0,176284
5/23/2021,South America,36517.0,1915566,3628.0,179912
5/30/2021,South America,31989.0,1947555,3131.0,183043
6/6/2021,South America,28611.0,1976166,2770.0,185813
6/13/2021,South America,21890.0,1998056,2287.0,188100
6/20/2021,South America,25123.0,2023179,1833.0,189933
6/27/2021,South America,20083.0,2043262,1514.0,191447
7/4/2021,South America,17082.0,2060344,1455.0,192902
7/11/2021,South America,13842.0,2074186,1007.0,193909
7/18/2021,South America,15989.0,2090175,1026.0,194935
7/25/2021,South America,10964.0,2101139,761.0,195696
8/1/2021,South America,8155.0,2109294,595.0,196291
8/8/2021,South America,13263.0,2122557,527.0,196818
8/15/2021,South America,8780.0,2131337,461.0,197279
8/22/2021,South America,8725.0,2140062,473.0,197752
8/29/2021,South America,7223.0,2147285,363.0,198115
9/5/2021,South America,5807.0,2153092,305.0,198420
9/12/2021,South America,6214.0,2159306,253.0,198673
9/19/2021,South America,6227.0,2165533,275.0,198948
9/26/2021,South America,5841.0,2171374,234.0,199182
10/3/2021,South America,5909.0,2177283,241.0,199423
10/10/2021,South America,5742.0,2183025,192.0,199615
10/17/2021,South America,5326.0,2188351,177.0,199792
10/24/2021,South America,5781.0,2194132,211.0,200003
10/31/2021,South America,5744.0,2199876,194.0,200197
11/7/2021,South America,5610.0,2205486,176.0,200373
11/14/2021,South America,7028.0,2212514,200.0,200573
11/21/2021,South America,8640.0,2221154,228.0,200801
11/28/2021,South America,10021.0,2231175,225.0,201026
12/5/2021,South America,11471.0,2242646,334.0,201360
12/12/2021,South America,8381.0,2251027,290.0,201650
12/19/2021,South America,10856.0,2261883,470.0,202120
12/26/2021,South America,11002.0,2272885,334.0,202454
1/2/2022,South America,23946.0,2296831,236.0,202690
1/9/2022,South America,45719.0,2342550,291.0,202981
1/16/2022,South America,170239.0,2512789,321.0,203302
1/23/2022,South America,326730.0,2839519,692.0,203994
1/30/2022,South America,321213.0,3160732,1118.0,205112
2/6/2022,South America,170558.0,3331290,1534.0,206646
2/13/2022,South America,93604.0,3424894,1319.0,207965
2/20/2022,South America,56858.0,3481752,1145.0,209110
2/27/2022,South America,26890.0,3508642,1119.0,210229
3/6/2022,South America,15862.0,3524504,766.0,210995
3/13/2022,South America,10183.0,3534687,428.0,211423
3/20/2022,South America,5421.0,3540108,328.0,211751
3/27/2022,South America,4230.0,3544338,299.0,212050
4/3/2022,South America,3268.0,3547606,206.0,212256
4/10/2022,South America,3185.0,3550791,182.0,212438
4/17/2022,South America,3878.0,3554669,158.0,212596
4/24/2022,South America,4674.0,3559343,128.0,212724
5/1/2022,South America,5215.0,3564558,86.0,212810
5/8/2022,South America,4468.0,3569026,103.0,212913
5/15/2022,South America,2490.0,3571516,100.0,213013
5/22/2022,South America,3360.0,3574876,73.0,213086
5/29/2022,South America,3488.0,3578364,69.0,213155
6/5/2022,South America,5039.0,3583403,73.0,213228
6/12/2022,South America,5294.0,3588697,80.0,213308
6/19/2022,South America,7680.0,3596377,66.0,213374
6/26/2022,South America,14746.0,3611123,69.0,213443
7/3/2022,South America,18673.0,3629796,83.0,213526
7/10/2022,South America,32889.0,3662685,126.0,213652
7/17/2022,South America,67194.0,3729879,117.0,213769
7/24/2022,South America,86925.0,3816804,184.0,213953
7/31/2022,South America,78692.0,3895496,242.0,214195
8/7/2022,South America,55999.0,3951495,351.0,214546
8/14/2022,South America,62336.0,4013831,344.0,214890
8/21/2022,South America,47526.0,4061357,378.0,215268
8/28/2022,South America,33295.0,4094652,288.0,215556
9/4/2022,South America,16393.0,4111045,234.0,215790
9/11/2022,South America,12390.0,4123435,255.0,216045
9/18/2022,South America,7702.0,4131137,219.0,216264
9/25/2022,South America,8992.0,4140129,182.0,216446
10/2/2022,South America,4287.0,4144416,129.0,216575
10/9/2022,South America,4041.0,4148457,152.0,216727
10/16/2022,South America,1664.0,4150121,128.0,216855
10/23/2022,South America,1898.0,4152019,22.0,216877
10/30/2022,South America,2317.0,4154336,65.0,216942
11/6/2022,South America,5615.0,4159951,120.0,217062
11/13/2022,South America,9800.0,4169751,110.0,217172
11/20/2022,South America,14440.0,4184191,57.0,217229
11/27/2022,South America,32877.0,4217068,110.0,217339
12/4/2022,South America,61929.0,4278997,102.0,217441
12/11/2022,South America,71516.0,4350513,183.0,217624
12/18/2022,South America,55330.0,4405843,197.0,217821
12/25/2022,South America,32935.0,4438778,186.0,218007
1/1/2023,South America,15458.0,4454236,194.0,218201
1/8/2023,South America,12095.0,4466331,155.0,218356
1/15/2023,South America,7490.0,4473821,134.0,218490
1/22/2023,South America,4134.0,4477955,116.0,218606
1/29/2023,South America,2873.0,4480828,123.0,218729
2/5/2023,South America,1482.0,4482310,356.0,219085
2/12/2023,South America,1133.0,4483443,165.0,219250
2/19/2023,South America,1088.0,4484531,68.0,219318
2/26/2023,South America,751.0,4485282,77.0,219395
3/5/2023,South America,1383.0,4486665,90.0,219485
